지점,시군구,년월,평균기온(°C),평균최고기온(°C),평균최저기온(°C),예측 평균기온(°C),예측 평균최고기온(°C),예측 평균최저기온(°C)
136,안동,2019-11-01,7.3,14.1,1.9,8.9,15.1,3.8
136,안동,2019-12-01,0.8,6.8,-4.1,1.8,6.9,-3.3
136,안동,2020-01-01,1.5,6.7,-2.9,0.2,5.8,-4.4
136,안동,2020-02-01,2.5,8.5,-3.0,4.0,9.9,-0.7
136,안동,2020-03-01,7.6,14.6,0.6,8.0,14.0,2.2
136,안동,2020-04-01,10.8,18.0,3.6,11.6,18.3,5.5
136,안동,2020-05-01,17.8,24.2,12.1,16.9,23.2,11.3
136,안동,2020-06-01,23.3,29.2,17.8,20.7,25.6,15.8
136,안동,2020-07-01,22.3,26.4,19.1,25.4,29.7,21.7
136,안동,2020-08-01,26.6,31.2,23.1,24.8,29.0,21.1
136,안동,2020-09-01,19.6,25.0,15.4,20.8,25.4,16.4
136,안동,2020-10-01,12.7,19.8,6.9,14.9,20.2,9.8
136,안동,2020-11-01,7.2,13.7,1.4,7.7,14.0,2.7
136,안동,2020-12-01,-1.2,5.3,-6.8,1.4,6.8,-3.6
136,안동,2021-01-01,-2.2,3.9,-7.9,-0.5,5.4,-5.2
136,안동,2021-02-01,2.6,9.4,-3.6,2.4,8.7,-2.7
136,안동,2021-03-01,8.3,14.4,2.3,7.2,14.0,0.8
136,안동,2021-04-01,13.0,19.6,6.5,13.0,19.7,7.0
136,안동,2021-05-01,16.1,22.1,10.4,17.4,23.3,12.1
136,안동,2021-06-01,21.8,27.2,17.1,22.1,26.8,17.3
136,안동,2021-07-01,26.0,31.5,21.5,23.7,27.7,19.9
136,안동,2021-08-01,24.3,29.0,20.9,25.3,29.5,21.7
136,안동,2021-09-01,20.4,25.2,16.4,20.0,25.1,15.4
136,안동,2021-10-01,14.2,20.8,9.6,14.4,19.7,9.4
136,안동,2021-11-01,7.1,13.8,1.5,8.4,14.3,3.5
136,안동,2021-12-01,0.8,6.9,-4.4,1.8,6.9,-3.1
136,안동,2022-01-01,-1.8,4.6,-8.1,0.2,5.7,-4.2
136,안동,2022-02-01,-0.9,5.5,-6.8,2.0,8.4,-2.8
136,안동,2022-03-01,7.3,13.7,0.6,5.9,12.3,-0.3
136,안동,2022-04-01,14.0,21.5,6.4,10.8,17.7,4.4
136,안동,2022-05-01,18.7,25.7,11.2,17.4,23.6,11.8
136,안동,2022-06-01,22.9,28.7,17.8,21.8,26.7,16.7
136,안동,2022-07-01,26.4,31.3,22.5,24.4,28.9,20.3
136,안동,2022-08-01,25.1,29.2,21.7,24.6,29.0,20.4
136,안동,2022-09-01,20.5,26.4,15.8,20.0,25.2,15.2
136,안동,2022-10-01,13.1,20.0,7.5,14.1,20.0,8.9
136,안동,2022-11-01,8.3,15.9,2.0,7.0,13.1,1.6
136,안동,2022-12-01,-2.9,2.7,-7.9,1.5,6.7,-3.4
257,양산시,2019-01-01,3.4,9.8,-2.0,-0.5,5.3,-5.1
257,양산시,2019-07-01,25.5,29.7,22.5,5.4,11.6,-0.1
257,양산시,2020-01-01,5.6,10.8,1.2,11.0,16.7,7.6
257,양산시,2020-07-01,23.2,27.3,20.5,19.3,25.0,16.2
257,양산시,2021-01-01,2.3,7.8,-2.7,0.0,5.1,-4.9
257,양산시,2021-07-01,27.1,31.7,23.6,22.7,28.2,18.8
257,양산시,2022-01-01,2.5,8.9,-2.6,0.2,5.9,-3.9
257,양산시,2022-07-01,27.4,32.3,23.8,18.9,24.0,15.1
202,양평,2019-01-01,-2.4,4.0,-8.4,4.9,8.5,1.3
202,양평,2019-02-01,0.5,6.4,-4.9,8.8,13.5,4.0
202,양평,2019-03-01,6.4,13.1,0.3,1.0,6.6,-4.6
202,양평,2019-04-01,11.5,18.5,4.7,10.3,16.6,4.6
202,양평,2019-05-01,18.8,26.4,11.1,16.3,23.2,11.0
202,양평,2019-06-01,22.4,28.4,16.8,19.8,26.0,14.8
202,양평,2019-07-01,25.6,30.5,21.8,26.6,31.4,22.5
202,양평,2019-08-01,26.3,31.6,22.4,26.7,31.0,22.6
202,양평,2019-09-01,21.3,26.7,17.3,23.1,27.3,18.2
202,양평,2019-10-01,14.8,21.3,9.8,14.8,19.7,8.9
202,양평,2019-11-01,6.6,13.1,1.4,7.0,13.0,1.7
202,양평,2019-12-01,0.6,5.1,-3.4,1.1,7.6,-4.1
202,양평,2020-01-01,1.1,6.4,-3.3,0.1,5.4,-4.2
202,양평,2020-02-01,2.3,7.6,-2.6,4.2,10.1,-0.4
202,양평,2020-03-01,7.6,14.2,1.1,8.2,14.0,2.4
202,양평,2020-04-01,10.8,17.7,3.8,12.0,18.4,5.9
202,양평,2020-05-01,17.8,23.4,12.7,17.7,23.6,12.2
202,양평,2020-06-01,23.5,28.9,18.7,21.3,25.7,16.5
202,양평,2020-07-01,23.4,27.4,19.9,25.9,29.7,22.4
202,양평,2020-08-01,25.6,29.5,23.0,25.5,29.5,22.3
202,양평,2020-09-01,19.9,25.2,16.0,20.8,25.2,16.8
202,양평,2020-10-01,12.5,19.6,6.9,15.0,19.9,10.2
202,양평,2020-11-01,7.0,12.9,1.9,7.5,13.4,2.7
202,양평,2020-12-01,-1.4,3.9,-5.9,1.2,6.1,-3.5
202,양평,2021-01-01,-3.3,2.4,-8.7,-0.3,5.0,-4.6
202,양평,2021-02-01,2.1,8.4,-3.5,2.0,7.8,-2.8
202,양평,2021-03-01,8.6,15.0,2.6,6.9,13.3,0.7
202,양평,2021-04-01,13.6,19.9,7.3,13.0,19.5,7.2
202,양평,2021-05-01,16.2,21.8,11.0,17.9,23.5,12.8
202,양평,2021-06-01,22.0,27.4,17.5,22.2,26.6,17.7
202,양평,2021-07-01,26.3,31.3,22.4,23.8,27.6,20.2
202,양평,2021-08-01,24.5,28.9,21.2,25.4,29.2,21.9
202,양평,2021-09-01,21.1,26.3,17.0,20.1,24.9,15.7
202,양평,2021-10-01,14.3,20.2,10.1,14.7,19.8,10.0
202,양평,2021-11-01,7.0,13.1,2.4,8.3,13.7,3.6
202,양평,2021-12-01,-0.2,4.8,-4.5,1.4,5.9,-3.2
202,양평,2022-01-01,-2.7,3.0,-8.1,-0.2,4.9,-4.2
202,양평,2022-02-01,-1.3,4.7,-6.9,1.7,7.6,-2.8
202,양평,2022-03-01,7.2,13.2,1.9,5.8,11.8,-0.2
202,양평,2022-04-01,13.9,21.1,7.4,10.9,17.5,4.9
202,양평,2022-05-01,18.1,24.9,11.5,17.9,23.6,12.7
202,양평,2022-06-01,22.5,27.2,18.3,21.8,26.3,17.0
202,양평,2022-07-01,26.0,30.4,22.6,24.7,28.5,20.9
202,양평,2022-08-01,24.7,28.4,21.8,24.5,28.3,20.8
202,양평,2022-09-01,20.3,26.4,16.0,20.2,24.7,15.9
202,양평,2022-10-01,13.2,19.4,8.7,14.1,19.4,9.4
202,양평,2022-11-01,8.2,14.9,2.9,7.2,12.5,2.3
202,양평,2022-12-01,-4.0,1.2,-8.4,1.4,5.8,-2.8
168,여수,2019-01-01,3.7,8.3,0.0,-0.9,4.3,-5.1
168,여수,2019-02-01,5.5,9.7,2.1,5.6,10.9,0.7
168,여수,2019-03-01,9.8,14.2,6.0,11.1,16.3,5.7
168,여수,2019-04-01,13.0,16.7,9.8,13.8,19.2,8.9
168,여수,2019-05-01,19.1,23.6,15.3,19.4,23.8,15.3
168,여수,2019-06-01,21.3,24.7,18.9,22.1,25.7,18.9
168,여수,2019-07-01,24.4,26.8,22.7,25.7,28.4,23.4
168,여수,2019-08-01,27.0,29.9,24.7,24.5,26.9,22.1
168,여수,2019-09-01,23.1,25.8,21.1,21.4,24.3,18.1
168,여수,2019-10-01,18.5,21.8,15.8,17.7,20.7,14.2
168,여수,2019-11-01,12.8,16.8,9.7,12.4,16.0,9.1
168,여수,2019-12-01,6.4,10.2,3.3,6.7,9.4,3.9
168,여수,2020-01-01,5.8,9.2,3.2,4.3,7.4,1.5
168,여수,2020-02-01,6.4,10.5,3.0,6.0,9.7,3.7
168,여수,2020-03-01,9.9,14.1,5.9,9.9,13.9,6.6
168,여수,2020-04-01,12.5,17.0,8.6,13.0,17.6,9.4
168,여수,2020-05-01,18.0,21.3,15.2,16.8,21.3,13.5
168,여수,2020-06-01,22.4,25.7,19.8,20.7,24.0,18.0
168,여수,2020-07-01,22.6,25.0,21.1,24.8,27.0,22.9
168,여수,2020-08-01,27.1,29.7,25.3,25.6,27.4,23.9
168,여수,2020-09-01,22.2,24.8,19.9,23.0,25.3,20.7
168,여수,2020-10-01,17.3,21.0,14.3,18.3,20.9,15.2
168,여수,2020-11-01,12.1,16.0,8.9,12.4,15.8,9.5
168,여수,2020-12-01,4.3,8.3,1.0,7.6,10.8,4.5
168,여수,2021-01-01,2.9,6.9,-0.6,3.4,6.7,0.4
168,여수,2021-02-01,6.2,10.5,2.6,4.1,8.2,1.4
168,여수,2021-03-01,11.0,15.0,7.8,9.1,13.6,5.4
168,여수,2021-04-01,14.7,18.8,11.0,14.2,18.9,10.6
168,여수,2021-05-01,18.1,21.6,15.1,18.3,22.5,15.2
168,여수,2021-06-01,22.3,25.4,20.0,22.3,25.4,19.7
168,여수,2021-07-01,26.5,29.1,24.5,24.9,26.9,23.1
168,여수,2021-08-01,26.8,29.4,24.7,26.7,28.4,25.0
168,여수,2021-09-01,23.2,25.6,21.2,22.8,25.5,20.4
168,여수,2021-10-01,18.6,22.3,15.6,18.1,20.6,14.9
168,여수,2021-11-01,12.1,16.4,8.8,12.8,16.2,9.8
168,여수,2021-12-01,5.7,9.7,2.2,6.9,10.0,3.9
168,여수,2022-01-01,3.3,7.6,-0.1,3.7,6.9,1.0
168,여수,2022-02-01,3.1,7.4,-0.3,4.5,8.7,1.9
168,여수,2022-03-01,9.7,13.9,6.1,8.0,12.4,4.2
168,여수,2022-04-01,14.7,18.6,11.4,12.1,17.3,8.0
168,여수,2022-05-01,18.9,23.3,15.3,18.5,22.8,15.2
168,여수,2022-06-01,21.9,24.7,19.9,22.1,25.3,19.3
168,여수,2022-07-01,26.4,29.5,24.2,25.5,27.5,23.5
168,여수,2022-08-01,26.2,28.8,24.3,25.9,27.8,24.1
168,여수,2022-09-01,23.2,26.1,20.7,22.9,25.6,20.4
168,여수,2022-10-01,17.2,21.1,14.1,17.8,20.7,14.7
168,여수,2022-11-01,13.3,17.6,9.8,12.0,15.6,8.8
168,여수,2022-12-01,3.1,6.9,0.1,7.0,10.1,4.0
252,영광군,2020-01-01,3.3,7.5,-0.4,2.8,5.9,-0.0
252,영광군,2020-07-01,22.9,26.5,20.4,4.2,8.5,1.5
252,영광군,2021-01-01,0.2,5.1,-4.3,11.2,15.0,9.0
252,영광군,2021-07-01,26.6,31.6,22.9,16.8,19.9,13.9
252,영광군,2022-01-01,0.0,4.8,-4.2,-1.3,4.1,-4.3
252,영광군,2022-07-01,26.5,30.6,23.1,25.6,29.8,22.7
170,완도,2019-01-01,3.6,7.6,0.2,-4.6,1.2,-8.0
170,완도,2019-02-01,4.6,9.6,0.7,18.8,23.7,16.0
170,완도,2019-03-01,9.2,14.5,4.8,1.3,7.0,-3.0
170,완도,2019-04-01,13.0,17.7,8.8,10.6,16.0,6.1
170,완도,2019-05-01,19.0,24.6,13.8,16.9,21.4,13.2
170,완도,2019-06-01,21.3,26.0,17.6,22.5,26.1,19.6
170,완도,2019-07-01,24.3,27.8,21.8,26.4,29.6,23.8
170,완도,2019-08-01,26.4,29.9,23.5,26.2,28.9,23.3
170,완도,2019-09-01,22.8,26.7,19.9,23.5,26.1,20.4
170,완도,2019-10-01,17.9,22.3,14.1,18.1,21.5,14.2
170,완도,2019-11-01,12.1,17.3,7.7,11.7,15.5,7.8
170,완도,2019-12-01,6.2,10.3,2.4,6.7,11.2,2.5
170,완도,2020-01-01,5.9,9.4,2.8,3.7,7.5,0.3
170,완도,2020-02-01,6.3,10.6,2.1,6.0,10.3,2.9
170,완도,2020-03-01,9.5,14.5,4.8,9.7,14.3,5.7
170,완도,2020-04-01,11.9,17.2,7.4,12.6,17.9,8.3
170,완도,2020-05-01,17.8,22.1,14.1,16.6,21.6,12.6
170,완도,2020-06-01,22.1,26.5,18.5,20.3,24.2,16.8
170,완도,2020-07-01,22.8,25.9,20.6,24.6,27.5,22.0
170,완도,2020-08-01,27.5,31.0,24.7,25.2,27.7,22.9
170,완도,2020-09-01,21.9,25.7,18.8,22.9,26.0,19.9
170,완도,2020-10-01,16.7,21.5,12.8,17.7,21.3,13.9
170,완도,2020-11-01,12.0,16.1,8.2,11.5,15.8,7.9
170,완도,2020-12-01,4.4,8.7,0.5,6.9,10.8,3.2
170,완도,2021-01-01,3.3,7.8,-0.7,3.1,6.9,-0.5
170,완도,2021-02-01,6.5,11.0,2.4,4.2,8.9,1.0
170,완도,2021-03-01,10.7,15.7,6.3,9.2,14.2,5.1
170,완도,2021-04-01,14.4,19.3,10.1,13.9,19.1,9.7
170,완도,2021-05-01,17.9,22.7,13.6,18.0,22.8,14.4
170,완도,2021-06-01,22.3,26.4,19.0,22.2,25.9,18.9
170,완도,2021-07-01,26.1,29.6,23.3,24.7,27.4,22.1
170,완도,2021-08-01,26.3,29.9,23.4,26.4,28.8,23.9
170,완도,2021-09-01,23.2,26.5,20.6,22.0,25.5,18.7
170,완도,2021-10-01,18.2,22.9,14.5,17.6,20.9,13.7
170,완도,2021-11-01,12.0,16.7,7.9,12.3,16.5,8.8
170,완도,2021-12-01,5.9,10.3,2.1,6.6,10.5,3.0
170,완도,2022-01-01,3.2,7.6,-0.2,3.6,7.4,0.3
170,완도,2022-02-01,3.3,7.8,-0.4,4.4,9.1,1.3
170,완도,2022-03-01,9.8,15.0,5.2,7.9,12.7,3.6
170,완도,2022-04-01,14.9,21.0,10.1,11.9,17.6,7.3
170,완도,2022-05-01,18.8,24.5,13.9,18.1,23.2,14.2
170,완도,2022-06-01,22.7,26.8,19.6,22.0,26.0,18.4
170,완도,2022-07-01,26.5,30.3,23.7,25.2,28.0,22.4
170,완도,2022-08-01,27.0,30.6,24.1,25.9,28.6,23.2
170,완도,2022-09-01,22.8,26.9,19.6,22.6,26.2,19.2
170,완도,2022-10-01,16.7,21.8,12.6,17.0,20.9,13.0
170,완도,2022-11-01,12.9,18.2,8.5,10.9,15.6,7.0
170,완도,2022-12-01,3.6,7.4,0.0,6.1,10.1,2.4
115,울릉도,2019-01-01,3.4,6.4,1.0,2.7,6.5,-0.7
115,울릉도,2019-02-01,3.9,6.9,1.4,4.7,9.2,1.5
115,울릉도,2019-03-01,8.0,11.8,4.8,8.7,13.2,4.4
115,울릉도,2019-04-01,10.5,14.2,6.9,12.3,17.3,7.9
115,울릉도,2019-05-01,18.4,22.6,14.7,17.0,21.3,13.0
115,울릉도,2019-06-01,18.6,21.7,16.0,20.4,23.9,17.1
115,울릉도,2019-07-01,23.1,25.8,21.2,25.3,27.7,22.9
115,울릉도,2019-08-01,25.4,28.1,23.3,23.6,25.5,21.6
115,울릉도,2019-09-01,21.0,23.7,19.0,23.2,25.9,21.1
115,울릉도,2019-10-01,15.9,18.6,13.8,17.6,20.5,14.6
115,울릉도,2019-11-01,10.2,13.4,7.7,11.9,15.2,8.8
115,울릉도,2019-12-01,5.9,8.9,3.4,5.6,8.4,2.5
115,울릉도,2020-01-01,4.5,6.8,2.8,4.3,7.0,1.7
115,울릉도,2020-02-01,4.4,7.3,1.8,6.3,9.3,4.2
115,울릉도,2020-03-01,7.4,11.1,4.3,8.9,12.1,5.9
115,울릉도,2020-04-01,10.4,14.5,7.1,11.8,15.6,8.5
115,울릉도,2020-05-01,16.4,20.1,13.4,15.2,19.3,12.2
115,울릉도,2020-06-01,21.5,24.9,18.6,19.2,22.6,16.9
115,울릉도,2020-07-01,20.8,23.1,19.1,23.7,26.0,22.2
115,울릉도,2020-08-01,25.7,28.6,23.6,24.7,26.7,23.3
115,울릉도,2020-09-01,20.0,22.6,18.0,21.8,24.4,19.7
115,울릉도,2020-10-01,15.3,18.3,13.0,17.1,19.8,14.2
115,울릉도,2020-11-01,10.8,13.9,8.3,11.5,14.8,8.6
115,울릉도,2020-12-01,4.0,6.7,1.8,6.5,9.3,3.5
115,울릉도,2021-01-01,1.3,4.2,-1.0,3.5,6.2,0.7
115,울릉도,2021-02-01,4.6,8.1,1.6,4.1,7.2,1.6
115,울릉도,2021-03-01,8.1,11.8,5.0,8.5,12.1,5.1
115,울릉도,2021-04-01,11.6,16.1,8.3,12.7,16.7,9.3
115,울릉도,2021-05-01,15.7,18.9,12.8,16.0,20.2,13.0
115,울릉도,2021-06-01,19.7,22.6,17.1,20.4,23.6,18.0
115,울릉도,2021-07-01,24.8,27.7,22.6,22.9,25.2,21.2
115,울릉도,2021-08-01,24.2,26.9,22.1,25.7,27.4,24.2
115,울릉도,2021-09-01,20.6,23.1,18.7,21.8,24.6,19.5
115,울릉도,2021-10-01,15.8,19.1,13.3,16.8,19.6,14.0
115,울릉도,2021-11-01,11.1,14.4,8.5,11.3,14.7,8.4
115,울릉도,2021-12-01,4.9,8.0,2.4,5.9,8.6,3.0
115,울릉도,2022-01-01,2.0,4.7,0.0,3.8,6.5,1.1
115,울릉도,2022-02-01,1.7,4.5,-0.6,4.5,7.6,2.0
115,울릉도,2022-03-01,7.3,10.9,4.3,7.1,10.3,3.7
115,울릉도,2022-04-01,12.8,17.0,9.0,11.2,15.2,7.4
115,울릉도,2022-05-01,17.9,22.0,14.0,16.5,20.6,13.3
115,울릉도,2022-06-01,20.5,23.7,18.1,20.9,24.1,18.4
115,울릉도,2022-07-01,24.5,27.5,22.3,24.2,26.5,22.5
115,울릉도,2022-08-01,24.9,27.6,22.7,24.9,26.9,23.2
115,울릉도,2022-09-01,20.7,23.7,18.6,21.9,24.7,19.6
115,울릉도,2022-10-01,14.8,18.2,12.2,16.7,19.7,13.8
115,울릉도,2022-11-01,12.7,16.6,9.7,10.3,13.8,7.2
115,울릉도,2022-12-01,2.9,5.5,0.6,5.7,8.3,2.9
152,울산,2019-01-01,3.5,8.9,-1.0,3.1,5.6,0.5
152,울산,2019-02-01,5.1,10.1,0.9,4.8,8.8,2.2
152,울산,2019-03-01,9.9,15.4,4.7,9.2,13.5,5.5
152,울산,2019-04-01,12.8,18.0,8.0,13.0,18.1,9.0
152,울산,2019-05-01,19.7,25.5,14.0,17.6,22.3,13.9
152,울산,2019-06-01,20.7,25.1,17.0,21.1,25.0,17.8
152,울산,2019-07-01,24.8,28.4,21.9,24.9,28.2,22.4
152,울산,2019-08-01,26.4,30.3,23.1,23.9,27.0,21.1
152,울산,2019-09-01,22.3,26.1,19.2,21.3,25.1,17.8
152,울산,2019-10-01,17.3,21.7,13.5,17.1,20.8,13.0
152,울산,2019-11-01,11.3,16.7,6.6,11.5,16.0,7.7
152,울산,2019-12-01,5.4,10.5,0.9,5.5,9.7,1.7
152,울산,2020-01-01,5.2,9.5,1.8,3.4,7.6,-0.3
152,울산,2020-02-01,6.0,11.0,1.4,5.9,10.6,2.4
152,울산,2020-03-01,9.6,14.9,4.6,9.5,14.6,5.2
152,울산,2020-04-01,12.3,18.0,7.0,12.7,18.3,8.2
152,울산,2020-05-01,18.1,23.3,13.9,16.8,22.1,12.6
152,울산,2020-06-01,22.7,27.6,18.5,20.6,24.7,16.9
152,울산,2020-07-01,22.1,25.3,19.8,24.9,28.2,22.0
152,울산,2020-08-01,27.6,31.8,24.4,24.7,27.7,21.9
152,울산,2020-09-01,21.1,25.0,18.0,21.9,25.4,18.4
152,울산,2020-10-01,15.9,20.8,11.9,16.9,20.9,12.7
152,울산,2020-11-01,11.0,15.9,6.5,10.7,15.3,6.8
152,울산,2020-12-01,3.4,8.5,-0.9,5.9,10.3,2.0
152,울산,2021-01-01,2.1,6.8,-2.6,2.6,6.9,-1.2
152,울산,2021-02-01,6.5,11.9,1.6,3.8,8.9,0.1
152,울산,2021-03-01,10.5,15.4,5.9,8.9,14.6,4.1
152,울산,2021-04-01,13.8,19.0,9.1,14.4,19.9,9.8
152,울산,2021-05-01,17.8,22.7,13.1,17.7,22.8,13.6
152,울산,2021-06-01,21.7,25.8,18.2,22.0,26.0,18.4
152,울산,2021-07-01,25.9,29.8,22.8,24.5,27.5,21.6
152,울산,2021-08-01,25.3,29.2,22.5,25.9,28.6,23.2
152,울산,2021-09-01,22.1,25.6,19.5,21.3,25.2,17.8
152,울산,2021-10-01,17.1,22.1,13.0,16.7,20.4,12.6
152,울산,2021-11-01,11.1,16.6,6.1,11.5,15.9,7.7
152,울산,2021-12-01,4.7,9.8,-0.1,5.8,10.1,1.9
152,울산,2022-01-01,2.6,8.0,-1.7,2.9,7.2,-0.8
152,울산,2022-02-01,2.7,7.7,-1.8,4.1,9.2,0.4
152,울산,2022-03-01,9.9,15.0,4.9,7.6,12.9,2.9
152,울산,2022-04-01,14.7,20.1,9.8,11.7,17.7,6.7
152,울산,2022-05-01,19.2,24.9,13.8,18.4,23.6,14.2
152,울산,2022-06-01,22.4,26.6,19.1,21.6,25.7,17.8
152,울산,2023-07-22,26.0,30.0,22.9,25.3,28.4,22.3
152,울산,2023-08-22,26.4,30.2,23.4,25.2,28.1,22.1
152,울산,2023-09-22,21.7,25.6,18.4,21.8,25.7,18.2
152,울산,2023-10-22,16.0,21.0,11.8,16.1,20.3,11.9
152,울산,2023-11-22,12.7,18.3,7.7,10.4,15.1,6.3
152,울산,2023-12-22,2.0,6.8,-2.1,5.9,10.0,2.1
130,울진,2019-01-01,2.9,8.8,-1.8,2.2,6.3,-1.5
130,울진,2019-02-01,4.3,8.9,-0.4,4.2,9.5,0.3
130,울진,2019-03-01,8.7,14.1,3.3,8.6,14.0,3.7
130,울진,2019-04-01,11.6,16.4,6.6,12.4,18.3,7.3
130,울진,2019-05-01,18.1,23.5,13.2,17.4,22.5,12.7
130,울진,2019-06-01,19.3,23.5,15.9,20.8,25.0,16.7
130,울진,2019-07-01,24.2,28.0,21.3,24.6,27.9,21.5
130,울진,2019-08-01,25.1,28.9,22.2,23.9,26.8,21.0
130,울진,2019-09-01,21.1,24.9,17.6,21.9,25.7,18.6
130,울진,2019-10-01,16.2,20.9,11.8,16.4,20.5,12.3
130,울진,2019-11-01,10.1,15.5,5.2,10.9,15.6,6.9
130,울진,2019-12-01,5.1,10.6,0.3,5.0,9.4,0.9
130,울진,2020-01-01,4.4,8.9,0.7,3.2,7.6,-0.7
130,울진,2020-02-01,4.9,9.9,0.4,5.5,10.3,2.0
130,울진,2020-03-01,8.3,13.3,3.0,8.9,13.9,4.6
130,울진,2020-04-01,11.4,16.8,5.7,11.9,17.4,7.4
130,울진,2020-05-01,17.2,21.7,12.6,15.6,21.1,11.3
130,울진,2020-06-01,21.1,25.4,17.5,19.8,24.1,16.0
130,울진,2020-07-01,20.8,24.0,18.3,23.7,27.0,20.9
130,울진,2020-08-01,25.5,29.2,22.6,23.7,26.8,20.9
130,울진,2020-09-01,20.0,24.2,16.5,21.1,24.6,17.7
130,울진,2020-10-01,14.3,19.5,9.7,16.3,20.2,12.2
130,울진,2020-11-01,10.1,15.3,4.9,10.1,14.9,6.1
130,울진,2020-12-01,2.4,8.3,-2.5,5.5,10.1,1.4
130,울진,2021-01-01,0.6,5.9,-4.7,2.2,6.8,-1.8
130,울진,2021-02-01,4.8,10.3,-0.5,3.0,8.3,-0.9
130,울진,2021-03-01,8.9,13.5,4.0,7.9,13.6,2.9
130,울진,2021-04-01,12.1,16.6,7.1,12.9,18.5,8.2
130,울진,2021-05-01,16.0,20.7,11.4,16.2,21.4,12.0
130,울진,2021-06-01,19.9,23.5,16.9,20.1,24.4,16.5
130,울진,2021-07-01,24.7,28.1,21.7,23.1,26.2,20.2
130,울진,2021-08-01,24.0,27.5,21.1,25.1,27.9,22.5
130,울진,2021-09-01,21.0,25.0,17.6,20.9,24.6,17.4
130,울진,2021-10-01,15.7,20.7,11.5,16.2,20.1,12.2
130,울진,2021-11-01,10.0,15.9,4.6,10.8,15.5,6.9
130,울진,2021-12-01,3.8,9.7,-1.3,4.9,9.5,0.9
130,울진,2022-01-01,1.1,6.9,-3.5,2.3,6.9,-1.6
130,울진,2022-02-01,1.4,7.0,-3.4,3.2,8.4,-0.6
130,울진,2022-03-01,7.9,12.7,3.1,6.7,12.0,1.9
130,울진,2022-04-01,14.0,19.0,9.0,11.0,16.9,6.0
130,울진,2022-05-01,17.8,23.3,12.7,16.9,22.1,12.5
130,울진,2022-06-01,20.9,25.2,17.3,21.2,25.4,17.5
130,울진,2022-07-01,24.2,27.6,21.7,23.8,27.2,20.7
130,울진,2022-08-01,25.0,28.4,22.0,24.2,27.2,21.2
130,울진,2022-09-01,20.3,24.3,16.3,21.1,24.9,17.6
130,울진,2022-10-01,14.3,18.9,10.0,15.4,19.7,11.3
130,울진,2022-11-01,11.5,17.1,6.2,9.6,14.4,5.4
130,울진,2022-12-01,1.2,6.4,-3.1,5.1,9.2,1.2
203,이천,2019-01-01,-2.3,4.7,-9.0,2.0,6.2,-1.8
203,이천,2019-02-01,0.1,6.6,-5.7,1.6,7.2,-2.6
203,이천,2019-03-01,6.1,13.2,-0.4,5.7,11.8,0.1
203,이천,2019-04-01,11.3,18.4,4.1,10.8,17.5,4.9
203,이천,2019-05-01,18.8,26.7,10.8,15.8,22.0,10.3
203,이천,2019-06-01,21.9,28.3,16.1,20.7,26.0,15.8
203,이천,2019-07-01,25.1,30.4,20.9,24.7,29.6,20.9
203,이천,2019-08-01,25.9,32.1,21.4,24.4,29.2,20.3
203,이천,2019-09-01,20.8,26.9,16.4,20.7,26.3,16.0
203,이천,2019-10-01,14.3,21.7,8.6,14.8,20.9,9.3
203,이천,2019-11-01,5.9,13.2,-0.2,8.0,14.8,2.6
203,이천,2019-12-01,0.1,5.0,-4.2,0.2,6.0,-5.3
203,이천,2020-01-01,0.9,6.3,-3.6,-0.3,5.5,-5.1
203,이천,2020-02-01,2.0,7.7,-3.1,4.1,10.3,-1.1
203,이천,2020-03-01,7.4,14.6,0.3,8.0,14.2,1.9
203,이천,2020-04-01,10.8,18.1,3.5,11.7,18.5,5.3
203,이천,2020-05-01,17.8,23.9,12.4,17.6,23.9,11.8
203,이천,2020-06-01,23.5,29.0,18.5,21.3,26.1,16.2
203,이천,2020-07-01,23.2,27.6,19.6,25.8,29.9,22.1
203,이천,2020-08-01,26.1,30.4,23.1,25.2,29.5,21.7
203,이천,2020-09-01,19.9,25.6,15.6,20.8,25.5,16.4
203,이천,2020-10-01,12.5,20.1,6.1,14.8,20.2,9.8
203,이천,2020-11-01,6.8,13.2,1.1,7.1,13.5,2.0
203,이천,2020-12-01,-1.5,4.4,-6.5,0.7,6.0,-4.2
203,이천,2021-01-01,-3.4,2.5,-9.2,-0.6,5.2,-5.1
203,이천,2021-02-01,2.0,8.8,-4.4,1.9,8.1,-3.2
203,이천,2021-03-01,8.4,15.3,1.9,6.7,13.6,0.2
203,이천,2021-04-01,13.5,20.3,6.6,12.8,19.7,6.6
203,이천,2021-05-01,16.3,22.2,10.9,17.7,23.7,12.3
203,이천,2021-06-01,22.3,28.1,17.3,22.4,26.9,17.5
203,이천,2021-07-01,26.6,32.2,22.0,24.0,28.1,20.0
203,이천,2021-08-01,24.7,29.7,20.8,25.4,29.7,21.6
203,이천,2021-09-01,21.0,26.8,16.5,19.9,25.3,15.1
203,이천,2021-10-01,14.1,20.7,9.0,14.4,20.0,9.2
203,이천,2021-11-01,6.7,13.3,1.3,7.9,13.9,2.7
203,이천,2021-12-01,-0.3,5.3,-5.4,0.8,5.9,-4.2
203,이천,2022-01-01,-2.8,3.4,-8.9,-0.5,5.2,-4.9
203,이천,2022-02-01,-1.3,5.2,-7.7,1.7,8.2,-3.4
203,이천,2022-03-01,7.0,13.6,0.7,5.7,12.3,-0.8
